Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_FACILITY,,,,2022-06-30 22:00:54,2022-06-30 22:01:33,39.283s,FAILED
,,,,,,,
Test Cases/API/FACILITY/CREATE FACILITY/TCNH03_CREATE WITHOUT REQ BODY,,,,2022-06-30 22:00:55,2022-06-30 22:01:08,13.048s,PASSED
"Response = sendRequest(findTestObject(""API/FACILITY/CREATE NEW FACILITY/TCNH03_CREATE WITHOUT REQUEST BODY""))",,,,2022-06-30 22:00:56,2022-06-30 22:01:08,11.877s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-06-30 22:01:08,2022-06-30 22:01:08,0.063s,PASSED
,,,,,,,
Test Cases/API/FACILITY/CREATE FACILITY/TCNH02_CREATE WITHOUT TOKEN,,,,2022-06-30 22:01:08,2022-06-30 22:01:18,9.774s,PASSED
"Response = sendRequest(findTestObject(""API/FACILITY/CREATE NEW FACILITY/TCNH02_CREATE WITHOUT TOKEN""))",,,,2022-06-30 22:01:09,2022-06-30 22:01:18,8.484s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-06-30 22:01:18,2022-06-30 22:01:18,0.031s,PASSED
,,,,,,,
Test Cases/API/FACILITY/CREATE FACILITY/TCNH01_CREATE VALID FACILITY,,,,2022-06-30 22:01:18,2022-06-30 22:01:20,2.474s,FAILED
"Response = sendRequest(findTestObject(""API/FACILITY/CREATE NEW FACILITY/TCNH01_CREATE FACILITY""))",,,,2022-06-30 22:01:19,2022-06-30 22:01:20,1.430s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-30 22:01:20,2022-06-30 22:01:20,0.181s,FAILED
,,,,,,,
Test Cases/API/FACILITY/UPDATE FACILITY/TCUH04_UPDATE WITHOUT BODY,,,,2022-06-30 22:01:20,2022-06-30 22:01:23,2.863s,PASSED
"Response = sendRequest(findTestObject(""API/FACILITY/UPDATE FACILITY/TCUH04_UPDATE WITHOUT BODY""))",,,,2022-06-30 22:01:21,2022-06-30 22:01:23,1.816s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-06-30 22:01:23,2022-06-30 22:01:23,0.030s,PASSED
,,,,,,,
Test Cases/API/FACILITY/UPDATE FACILITY/TCUH03_UPDATE WITHOUT ID,,,,2022-06-30 22:01:23,2022-06-30 22:01:26,2.628s,PASSED
"Response = sendRequest(findTestObject(""API/FACILITY/UPDATE FACILITY/TCUH03_UPDATE WITHOUT ID""))",,,,2022-06-30 22:01:24,2022-06-30 22:01:26,1.701s,PASSED
"verifyResponseStatusCode(Response, Status_405)",,,,2022-06-30 22:01:26,2022-06-30 22:01:26,0.011s,PASSED
,,,,,,,
Test Cases/API/FACILITY/UPDATE FACILITY/TCUH02_UPDATE WITHOUT TOKEN,,,,2022-06-30 22:01:26,2022-06-30 22:01:27,1.474s,PASSED
"Response = sendRequest(findTestObject(""API/FACILITY/UPDATE FACILITY/TCUH02_UPDATE WITHOUT TOKEN""))",,,,2022-06-30 22:01:27,2022-06-30 22:01:27,0.612s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-06-30 22:01:27,2022-06-30 22:01:27,0.010s,PASSED
,,,,,,,
Test Cases/API/FACILITY/UPDATE FACILITY/TCUH01_UPDATE FACILITY,,,,2022-06-30 22:01:27,2022-06-30 22:01:29,1.895s,PASSED
"Response = sendRequest(findTestObject(""API/FACILITY/UPDATE FACILITY/TCUH01_UPDATE VALID DATA""))",,,,2022-06-30 22:01:28,2022-06-30 22:01:29,0.719s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-30 22:01:29,2022-06-30 22:01:29,0.009s,PASSED
"verifyElementPropertyValue(Response, statuscreate, update_success)",,,,2022-06-30 22:01:29,2022-06-30 22:01:29,0.247s,PASSED
,,,,,,,
Test Cases/API/FACILITY/GET ALL FACILITY/TCH02_GET ALL WITHOUT TOKEN,,,,2022-06-30 22:01:29,2022-06-30 22:01:31,2.099s,PASSED
"Response = sendRequest(findTestObject(""API/FACILITY/GET ALL FACILITY/TCHF02_GET WITHOUT TOKEN""))",,,,2022-06-30 22:01:30,2022-06-30 22:01:31,0.935s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-06-30 22:01:31,2022-06-30 22:01:31,0.008s,PASSED
,,,,,,,
Test Cases/API/FACILITY/GET ALL FACILITY/TCH01_GET ALL FACILITY,,,,2022-06-30 22:01:31,2022-06-30 22:01:33,2.090s,PASSED
"Response = sendRequest(findTestObject(""API/FACILITY/GET ALL FACILITY/TCHF01_GET ALL FACILITY""))",,,,2022-06-30 22:01:33,2022-06-30 22:01:33,0.729s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-30 22:01:33,2022-06-30 22:01:33,0.008s,PASSED
