Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_STOCK,,,,2022-06-30 17:35:13,2022-06-30 17:35:30,17.640s,PASSED
,,,,,,,
Test Cases/API/STOCK/CREATE STOCK/TCNST03_CREATE WITHOUT REQ BODY,,,,2022-06-30 17:35:13,2022-06-30 17:35:17,3.707s,PASSED
"Response = sendRequest(findTestObject(""API/STOCK/CREATE NEW STOCK/TCNST03_CREATE WITHOUT REQUEST BODY""))",,,,2022-06-30 17:35:14,2022-06-30 17:35:17,2.990s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-06-30 17:35:17,2022-06-30 17:35:17,0.033s,PASSED
,,,,,,,
Test Cases/API/STOCK/CREATE STOCK/TCNST02_CREATE WITHOUT TOKEN,,,,2022-06-30 17:35:17,2022-06-30 17:35:18,1.250s,PASSED
"Response = sendRequest(findTestObject(""API/STOCK/CREATE NEW STOCK/TCNST02_CREATE WITHOUT TOKEN""))",,,,2022-06-30 17:35:17,2022-06-30 17:35:18,0.641s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-06-30 17:35:18,2022-06-30 17:35:18,0.000s,PASSED
,,,,,,,
Test Cases/API/STOCK/CREATE STOCK/TCNST01_CREATE VALID STOCK,,,,2022-06-30 17:35:18,2022-06-30 17:35:19,1.079s,PASSED
"Response = sendRequest(findTestObject(""API/STOCK/CREATE NEW STOCK/TCNST01_CREATE STOCK""))",,,,2022-06-30 17:35:19,2022-06-30 17:35:19,0.452s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-30 17:35:19,2022-06-30 17:35:19,0.015s,PASSED
"verifyElementPropertyValue(Response, statuscreate, update_success)",,,,2022-06-30 17:35:19,2022-06-30 17:35:19,0.093s,PASSED
,,,,,,,
Test Cases/API/STOCK/GET ALL STOCK/TCST02_GET ALL WITHOUT TOKEN,,,,2022-06-30 17:35:19,2022-06-30 17:35:20,0.912s,PASSED
"Response = sendRequest(findTestObject(""API/STOCK/GET ALL STOCK/TCST02_GET WITHOUT TOKEN""))",,,,2022-06-30 17:35:20,2022-06-30 17:35:20,0.378s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-06-30 17:35:20,2022-06-30 17:35:20,0.015s,PASSED
,,,,,,,
Test Cases/API/STOCK/GET ALL STOCK/TCST01_GET ALL STOCK,,,,2022-06-30 17:35:20,2022-06-30 17:35:21,0.981s,PASSED
"Response = sendRequest(findTestObject(""API/STOCK/GET ALL STOCK/TCST01_GET ALL STOCK""))",,,,2022-06-30 17:35:21,2022-06-30 17:35:21,0.445s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-30 17:35:21,2022-06-30 17:35:21,0.000s,PASSED
,,,,,,,
Test Cases/API/STOCK/GET STOCK BY ID/TCGST02_GET INVALID ID,,,,2022-06-30 17:35:21,2022-06-30 17:35:22,1.025s,PASSED
"Response = sendRequest(findTestObject(""API/STOCK/GET STOCK BY ID/TCGST02_GET STOCK INVALID""))",,,,2022-06-30 17:35:22,2022-06-30 17:35:22,0.449s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-06-30 17:35:22,2022-06-30 17:35:22,0.000s,PASSED
,,,,,,,
Test Cases/API/STOCK/GET STOCK BY ID/TCGST01_GET VALID ID,,,,2022-06-30 17:35:22,2022-06-30 17:35:23,1.360s,PASSED
"Response = sendRequest(findTestObject(""API/STOCK/GET STOCK BY ID/TCGST01_GET STOCK VALID""))",,,,2022-06-30 17:35:23,2022-06-30 17:35:23,0.679s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-30 17:35:23,2022-06-30 17:35:23,0.000s,PASSED
,,,,,,,
Test Cases/API/STOCK/UPDATE STOCK/TCUST04_UPDATE WITHOUT BODY,,,,2022-06-30 17:35:23,2022-06-30 17:35:24,1.013s,PASSED
"Response = sendRequest(findTestObject(""API/STOCK/UPDATE STOCK/TCUS04_UPDATE WITHOUT BODY""))",,,,2022-06-30 17:35:24,2022-06-30 17:35:24,0.431s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-06-30 17:35:24,2022-06-30 17:35:24,0.000s,PASSED
,,,,,,,
Test Cases/API/STOCK/UPDATE STOCK/TCUST03_UPDATE WITHOUT ID,,,,2022-06-30 17:35:25,2022-06-30 17:35:26,1.157s,PASSED
"Response = sendRequest(findTestObject(""API/STOCK/UPDATE STOCK/TCUS03_UPDATE WITHOUT ID""))",,,,2022-06-30 17:35:25,2022-06-30 17:35:26,0.648s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-06-30 17:35:26,2022-06-30 17:35:26,0.000s,PASSED
,,,,,,,
Test Cases/API/STOCK/UPDATE STOCK/TCUST02_UPDATE WITHOUT TOKEN,,,,2022-06-30 17:35:26,2022-06-30 17:35:27,1.801s,PASSED
