Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_DETAIL BOOKING,,,,2022-06-30 23:06:32,2022-06-30 23:06:48,15.790s,FAILED
,,,,,,,
Test Cases/API/DETAIL BOOKING/CREATE NEW DETAIL/TCCB03_WITHOUT BODY,,,,2022-06-30 23:06:32,2022-06-30 23:06:36,4.131s,PASSED
"Response = sendRequest(findTestObject(""API/DETAIL BOOKING/CREATE DETAIL BOOKING/TCCB03_CREATE DETAIL WITHOUT REQ BODY""))",,,,2022-06-30 23:06:33,2022-06-30 23:06:36,3.356s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-06-30 23:06:36,2022-06-30 23:06:36,0.033s,PASSED
,,,,,,,
Test Cases/API/DETAIL BOOKING/CREATE NEW DETAIL/TCCB02_WITHOUT TOKEN,,,,2022-06-30 23:06:36,2022-06-30 23:06:38,1.170s,PASSED
"Response = sendRequest(findTestObject(""API/DETAIL BOOKING/CREATE DETAIL BOOKING/TCCB02_CREATE DETAIL WITHOUT TOKEN""))",,,,2022-06-30 23:06:37,2022-06-30 23:06:38,0.662s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-06-30 23:06:38,2022-06-30 23:06:38,0.004s,PASSED
,,,,,,,
Test Cases/API/DETAIL BOOKING/CREATE NEW DETAIL/TCCB01_VALID DATA,,,,2022-06-30 23:06:38,2022-06-30 23:06:39,1.053s,PASSED
"Response = sendRequest(findTestObject(""API/DETAIL BOOKING/CREATE DETAIL BOOKING/TCCB01_CREATE DETAIL WITH VALID DATA""))",,,,2022-06-30 23:06:38,2022-06-30 23:06:39,0.492s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-30 23:06:39,2022-06-30 23:06:39,0.006s,PASSED
,,,,,,,
Test Cases/API/DETAIL BOOKING/UPDATE DETAIL BOOKING/TCUD04_WITHOUT BODY,,,,2022-06-30 23:06:39,2022-06-30 23:06:40,0.960s,PASSED
"Response = sendRequest(findTestObject(""API/DETAIL BOOKING/UPDATE DETAIL BY ID/TCUD04_UPDATE WITHOUT REQ BODY""))",,,,2022-06-30 23:06:39,2022-06-30 23:06:40,0.443s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-06-30 23:06:40,2022-06-30 23:06:40,0.008s,PASSED
,,,,,,,
Test Cases/API/DETAIL BOOKING/UPDATE DETAIL BOOKING/TCUD03_WITHOUT ID,,,,2022-06-30 23:06:40,2022-06-30 23:06:41,1.296s,PASSED
"Response = sendRequest(findTestObject(""API/DETAIL BOOKING/UPDATE DETAIL BY ID/TCUD03_UPDATE WITHOUT ID""))",,,,2022-06-30 23:06:40,2022-06-30 23:06:41,0.686s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-06-30 23:06:41,2022-06-30 23:06:41,0.004s,PASSED
,,,,,,,
Test Cases/API/DETAIL BOOKING/UPDATE DETAIL BOOKING/TCUD02_WITHOUT TOKEN,,,,2022-06-30 23:06:41,2022-06-30 23:06:42,1.184s,PASSED
"Response = sendRequest(findTestObject(""API/DETAIL BOOKING/UPDATE DETAIL BY ID/TCUD02_UPDATE WITHOUT TOKEN""))",,,,2022-06-30 23:06:42,2022-06-30 23:06:42,0.632s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-06-30 23:06:42,2022-06-30 23:06:42,0.002s,PASSED
,,,,,,,
Test Cases/API/DETAIL BOOKING/UPDATE DETAIL BOOKING/TCUD01_VALID DATA,,,,2022-06-30 23:06:42,2022-06-30 23:06:43,1.071s,FAILED
"Response = sendRequest(findTestObject(""API/DETAIL BOOKING/UPDATE DETAIL BY ID/TCUD01_UPDATE DETAIL""))",,,,2022-06-30 23:06:43,2022-06-30 23:06:43,0.458s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-30 23:06:43,2022-06-30 23:06:43,0.062s,FAILED
,,,,,,,
Test Cases/API/DETAIL BOOKING/GET DETAIL BY ID/TCSB02_GET DETAIL INVALID ID,,,,2022-06-30 23:06:43,2022-06-30 23:06:45,1.267s,PASSED
"Response = sendRequest(findTestObject(""API/DETAIL BOOKING/GET DETAIL BY ID/NEGATIF GET BOOKING ID""))",,,,2022-06-30 23:06:44,2022-06-30 23:06:45,0.654s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-06-30 23:06:45,2022-06-30 23:06:45,0.005s,PASSED
,,,,,,,
Test Cases/API/DETAIL BOOKING/GET DETAIL BY ID/TCSB01_GET DETAIL ID,,,,2022-06-30 23:06:45,2022-06-30 23:06:46,1.271s,PASSED
"Response = sendRequest(findTestObject(""API/DETAIL BOOKING/GET DETAIL BY ID/POSITIF GET BOOKING ID""))",,,,2022-06-30 23:06:45,2022-06-30 23:06:46,0.685s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-30 23:06:46,2022-06-30 23:06:46,0.004s,PASSED
,,,,,,,
Test Cases/API/DETAIL BOOKING/GET ALL DETAIL BOOKING/TCBD02_GET ALL DETAIL WITHOUT TOKEN,,,,2022-06-30 23:06:46,2022-06-30 23:06:47,0.930s,PASSED
"Response = sendRequest(findTestObject(""API/DETAIL BOOKING/GET ALL DETAIL BOOKING/NEGATIF GET ALL DETAIL WITHOUT TOKEN""))",,,,2022-06-30 23:06:46,2022-06-30 23:06:47,0.379s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-06-30 23:06:47,2022-06-30 23:06:47,0.005s,PASSED
,,,,,,,
Test Cases/API/DETAIL BOOKING/GET ALL DETAIL BOOKING/TCBD01_GET ALL DETAIL,,,,2022-06-30 23:06:47,2022-06-30 23:06:48,0.885s,PASSED
"Response = sendRequest(findTestObject(""API/DETAIL BOOKING/GET ALL DETAIL BOOKING/POSITIF GET ALL DETAIL BOOKING""))",,,,2022-06-30 23:06:47,2022-06-30 23:06:48,0.416s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-30 23:06:48,2022-06-30 23:06:48,0.003s,PASSED
