Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_ALL,,,,2022-07-04 16:30:41,2022-07-04 16:32:52,2m - 10.488s,FAILED
,,,,,,,
Test Cases/API/VACCINE/CREATE VACCINE/TCNV03_CREATE WITHOUT REQ BODY,,,,2022-07-04 16:30:42,2022-07-04 16:30:51,8.391s,PASSED
"Response = sendRequest(findTestObject(""API/VACCINE/CREATE NEW VACCINE/TCV03_CREATE WITHOUT REQUEST BODY""))",,,,2022-07-04 16:30:44,2022-07-04 16:30:51,7.061s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-07-04 16:30:51,2022-07-04 16:30:51,0.042s,PASSED
,,,,,,,
Test Cases/API/VACCINE/CREATE VACCINE/TCNV02_CREATE WITHOUT TOKEN,,,,2022-07-04 16:30:51,2022-07-04 16:30:53,1.942s,PASSED
"Response = sendRequest(findTestObject(""API/VACCINE/CREATE NEW VACCINE/TCNV02_CREATE WITHOUT TOKEN""))",,,,2022-07-04 16:30:51,2022-07-04 16:30:53,1.174s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-07-04 16:30:53,2022-07-04 16:30:53,0.010s,PASSED
,,,,,,,
Test Cases/API/VACCINE/GET ALL VACCINE/TCV02_GET ALL WITHOUT TOKEN,,,,2022-07-04 16:30:53,2022-07-04 16:30:54,1.663s,PASSED
"Response = sendRequest(findTestObject(""API/VACCINE/GET ALL VACCINE/TCV02_GET WITHOUT TOKEN""))",,,,2022-07-04 16:30:54,2022-07-04 16:30:54,0.653s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-07-04 16:30:54,2022-07-04 16:30:54,0.025s,PASSED
,,,,,,,
Test Cases/API/VACCINE/GET ALL VACCINE/TCV01_GET ALL VACCINE,,,,2022-07-04 16:30:54,2022-07-04 16:30:56,1.595s,PASSED
"Response = sendRequest(findTestObject(""API/VACCINE/GET ALL VACCINE/TCV01_GET ALL VACCINE""))",,,,2022-07-04 16:30:55,2022-07-04 16:30:56,0.639s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-07-04 16:30:56,2022-07-04 16:30:56,0.015s,PASSED
,,,,,,,
Test Cases/API/VACCINE/CREATE VACCINE/TCNV01_CREATE VALID VACCINE,,,,2022-07-04 16:30:56,2022-07-04 16:30:57,1.582s,PASSED
"Response = sendRequest(findTestObject(""API/VACCINE/CREATE NEW VACCINE/TCNV01_CREATE VACCINE""))",,,,2022-07-04 16:30:57,2022-07-04 16:30:57,0.560s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-07-04 16:30:57,2022-07-04 16:30:57,0.004s,PASSED
"verifyElementPropertyValue(Response, statuscreate, update_success)",,,,2022-07-04 16:30:57,2022-07-04 16:30:57,0.197s,PASSED
,,,,,,,
Test Cases/API/VACCINE/GET VACCINE BY ID/TCGV02_GET INVALID ID,,,,2022-07-04 16:30:57,2022-07-04 16:30:59,1.727s,PASSED
"Response = sendRequest(findTestObject(""API/VACCINE/GET VACCINE BY ID/TCGV02_GET VACCINE INVALID""))",,,,2022-07-04 16:30:59,2022-07-04 16:30:59,0.656s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-07-04 16:30:59,2022-07-04 16:30:59,0.012s,PASSED
,,,,,,,
Test Cases/API/VACCINE/GET VACCINE BY ID/TCGSV01_GET VALID ID,,,,2022-07-04 16:30:59,2022-07-04 16:31:01,2.205s,PASSED
"Response = sendRequest(findTestObject(""API/VACCINE/GET VACCINE BY ID/TCGV01_GET VACCINE VALID""))",,,,2022-07-04 16:31:00,2022-07-04 16:31:01,1.154s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-07-04 16:31:01,2022-07-04 16:31:01,0.012s,PASSED
,,,,,,,
Test Cases/API/VACCINE/UPDATE VACCINE/TCUV04_UPDATE WITHOUT BODY,,,,2022-07-04 16:31:01,2022-07-04 16:31:03,1.587s,PASSED
"Response = sendRequest(findTestObject(""API/VACCINE/UPDATE VACCINE/TCUV04_UPDATE WITHOUT BODY""))",,,,2022-07-04 16:31:02,2022-07-04 16:31:03,0.550s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-07-04 16:31:03,2022-07-04 16:31:03,0.010s,PASSED
,,,,,,,
Test Cases/API/VACCINE/UPDATE VACCINE/TCUV03_UPDATE WITHOUT ID,,,,2022-07-04 16:31:03,2022-07-04 16:31:05,1.950s,PASSED
"Response = sendRequest(findTestObject(""API/VACCINE/UPDATE VACCINE/TCUV03_UPDATE WITHOUT ID""))",,,,2022-07-04 16:31:04,2022-07-04 16:31:05,0.958s,PASSED
"verifyResponseStatusCode(Response, Status_405)",,,,2022-07-04 16:31:05,2022-07-04 16:31:05,0.012s,PASSED
,,,,,,,
Test Cases/API/VACCINE/UPDATE VACCINE/TCUV02_UPDATE WITHOUT TOKEN,,,,2022-07-04 16:31:05,2022-07-04 16:31:07,1.785s,PASSED
"Response = sendRequest(findTestObject(""API/VACCINE/UPDATE VACCINE/TCUV02_UPDATE WITHOUT TOKEN""))",,,,2022-07-04 16:31:06,2022-07-04 16:31:07,0.682s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-07-04 16:31:07,2022-07-04 16:31:07,0.020s,PASSED
,,,,,,,
Test Cases/API/VACCINE/UPDATE VACCINE/TCUV01_UPDATE VACCINE,,,,2022-07-04 16:31:07,2022-07-04 16:31:09,1.600s,PASSED
"Response = sendRequest(findTestObject(""API/VACCINE/UPDATE VACCINE/TCUV01_UPDATE VALID DATA""))",,,,2022-07-04 16:31:08,2022-07-04 16:31:08,0.544s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-07-04 16:31:08,2022-07-04 16:31:08,0.014s,PASSED
"verifyElementPropertyValue(Response, statuscreate, update_success)",,,,2022-07-04 16:31:08,2022-07-04 16:31:09,0.156s,PASSED
,,,,,,,
Test Cases/API/FACILITY/CREATE FACILITY/TCNH03_CREATE WITHOUT REQ BODY,,,,2022-07-04 16:31:09,2022-07-04 16:31:10,1.553s,PASSED
"Response = sendRequest(findTestObject(""API/FACILITY/CREATE NEW FACILITY/TCNH03_CREATE WITHOUT REQUEST BODY""))",,,,2022-07-04 16:31:09,2022-07-04 16:31:10,0.688s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-07-04 16:31:10,2022-07-04 16:31:10,0.018s,PASSED
,,,,,,,
Test Cases/API/FACILITY/CREATE FACILITY/TCNH02_CREATE WITHOUT TOKEN,,,,2022-07-04 16:31:10,2022-07-04 16:31:12,1.650s,PASSED
