Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_CITIZEN,Chrome 103.0.5060.114,,,2022-07-19 18:16:00,2022-07-19 18:39:03,23m - 2.304s,FAILED
,,,,,,,
Test Cases/CITIZEN/AUTH/TC_Register,Chrome 103.0.5060.114,,,2022-07-19 18:16:01,2022-07-19 18:21:37,5m - 36.480s,PASSED
"for ([i = 1, i <= 6, (i++)])",Chrome 103.0.5060.114,,,2022-07-19 18:16:02,2022-07-19 18:18:47,2m - 45.831s,PASSED
"for ([i = 7, i <= 9, (i++)])",Chrome 103.0.5060.114,,,2022-07-19 18:18:47,2022-07-19 18:21:37,2m - 49.868s,PASSED
,,,,,,,
Test Cases/CITIZEN/AUTH/TC_Login,Chrome 103.0.5060.114,,,2022-07-19 18:21:37,2022-07-19 18:23:53,2m - 15.611s,PASSED
"for ([i = 1, i <= 5, (i++)])",Chrome 103.0.5060.114,,,2022-07-19 18:21:38,2022-07-19 18:23:53,2m - 15.076s,PASSED
,,,,,,,
Test Cases/CITIZEN/AUTH/Login,Chrome 103.0.5060.114,,,2022-07-19 18:23:53,2022-07-19 18:24:21,27.992s,PASSED
"openBrowser("""")",Chrome 103.0.5060.114,,,2022-07-19 18:23:53,2022-07-19 18:23:55,1.477s,PASSED
maximizeWindow(),Chrome 103.0.5060.114,,,2022-07-19 18:23:55,2022-07-19 18:23:55,0.174s,PASSED
"navigateToUrl(""https://dev-getvaccine-16.netlify.app/"")",Chrome 103.0.5060.114,,,2022-07-19 18:23:55,2022-07-19 18:23:58,3.027s,PASSED
"click(findTestObject(""CITIZEN/Page_Home  GetVaccine/login btn""))",Chrome 103.0.5060.114,,,2022-07-19 18:23:58,2022-07-19 18:23:59,0.499s,PASSED
"verifyElementVisible(findTestObject(""CITIZEN/Page_Login  GetVaccine/VerifyLoginPage""))",Chrome 103.0.5060.114,,,2022-07-19 18:23:59,2022-07-19 18:23:59,0.717s,PASSED
