Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_BOOKING,,,,2022-06-28 20:33:00,2022-06-28 20:33:23,22.887s,FAILED
,,,,,,,
Test Cases/API/BOOKING/CREATE NEW BOOKING/TCNB03_WITHOUT BODY,,,,2022-06-28 20:33:01,2022-06-28 20:33:05,4.053s,PASSED
"Response = sendRequest(findTestObject(""API/BOOKING/CREATE BOOKING/TCNB03_CREATE BOOKING WITHOUT REQ BODY""))",,,,2022-06-28 20:33:01,2022-06-28 20:33:05,3.251s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-06-28 20:33:05,2022-06-28 20:33:05,0.039s,PASSED
,,,,,,,
Test Cases/API/BOOKING/CREATE NEW BOOKING/TCNB02_WITHOUT TOKEN,,,,2022-06-28 20:33:05,2022-06-28 20:33:07,2.439s,PASSED
"Response = sendRequest(findTestObject(""API/BOOKING/CREATE BOOKING/TCNB02_CREATE BOOKING WITHOUT TOKEN""))",,,,2022-06-28 20:33:05,2022-06-28 20:33:07,1.772s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-06-28 20:33:07,2022-06-28 20:33:07,0.004s,PASSED
,,,,,,,
Test Cases/API/BOOKING/CREATE NEW BOOKING/TCNB01_VALID DATA,,,,2022-06-28 20:33:07,2022-06-28 20:33:09,1.805s,FAILED
"Response = sendRequest(findTestObject(""API/BOOKING/CREATE BOOKING/TCNB01_CREATE BOOKING WITH VALID DATA""))",,,,2022-06-28 20:33:08,2022-06-28 20:33:09,1.159s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-28 20:33:09,2022-06-28 20:33:09,0.064s,FAILED
,,,,,,,
Test Cases/API/BOOKING/GET ALL BOOKING/TCB02_GET ALL BOOKING WITHOUT TOKEN,,,,2022-06-28 20:33:09,2022-06-28 20:33:10,1.372s,PASSED
"Response = sendRequest(findTestObject(""API/BOOKING/GET ALL BOOKING/NEGATIF GET ALL BOOKING WITHOUT TOKEN""))",,,,2022-06-28 20:33:10,2022-06-28 20:33:10,0.678s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-06-28 20:33:10,2022-06-28 20:33:10,0.007s,PASSED
,,,,,,,
Test Cases/API/BOOKING/GET ALL BOOKING/TCB01_GET ALL BOOKING,,,,2022-06-28 20:33:10,2022-06-28 20:33:11,0.965s,PASSED
"Response = sendRequest(findTestObject(""API/BOOKING/GET ALL BOOKING/POSITIF GET ALL BOOKING""))",,,,2022-06-28 20:33:11,2022-06-28 20:33:11,0.436s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-28 20:33:11,2022-06-28 20:33:11,0.008s,PASSED
,,,,,,,
Test Cases/API/BOOKING/GET BOOKING BY ID/TCGB02_GET BOOKING INVALID ID,,,,2022-06-28 20:33:11,2022-06-28 20:33:13,1.282s,PASSED
"Response = sendRequest(findTestObject(""API/BOOKING/GET BOOKING BY ID/NEGATIF GET BOOKING ID""))",,,,2022-06-28 20:33:12,2022-06-28 20:33:13,0.484s,PASSED
"verifyResponseStatusCode(Response, Status_500)",,,,2022-06-28 20:33:13,2022-06-28 20:33:13,0.004s,PASSED
,,,,,,,
Test Cases/API/BOOKING/GET BOOKING BY ID/TCGB01_GET BOOKING ID,,,,2022-06-28 20:33:13,2022-06-28 20:33:16,2.926s,PASSED
"Response = sendRequest(findTestObject(""API/BOOKING/GET BOOKING BY ID/POSITIF GET BOOKING ID""))",,,,2022-06-28 20:33:13,2022-06-28 20:33:16,2.301s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-28 20:33:16,2022-06-28 20:33:16,0.006s,PASSED
,,,,,,,
Test Cases/API/BOOKING/UPDATE BOOKING/TCUB04_WITHOUT BODY,,,,2022-06-28 20:33:16,2022-06-28 20:33:17,1.190s,PASSED
