Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_CITIZEN,Chrome 103.0.5060.114,,,2022-07-19 14:12:36,2022-07-19 14:24:27,11m - 50.902s,FAILED
,,,,,,,
Test Cases/CITIZEN/AUTH/TC_Register,Chrome 103.0.5060.114,,,2022-07-19 14:12:37,2022-07-19 14:16:26,3m - 48.952s,PASSED
"for ([i = 1, i <= 6, (i++)])",Chrome 103.0.5060.114,,,2022-07-19 14:12:37,2022-07-19 14:15:30,2m - 53.108s,PASSED
"for ([i = 7, i <= 9, (i++)])",Chrome 103.0.5060.114,,,2022-07-19 14:15:30,2022-07-19 14:16:26,55.173s,PASSED
,,,,,,,
Test Cases/CITIZEN/AUTH/TC_Login,Chrome 103.0.5060.114,,,2022-07-19 14:16:26,2022-07-19 14:19:03,2m - 37.701s,FAILED
"for ([i = 1, i <= 5, (i++)])",Chrome 103.0.5060.114,,,2022-07-19 14:16:26,2022-07-19 14:19:03,2m - 37.157s,FAILED
,,,,,,,
Test Cases/CITIZEN/AUTH/Login,Chrome 103.0.5060.114,,,2022-07-19 14:19:03,2022-07-19 14:19:14,10.710s,PASSED
"openBrowser("""")",Chrome 103.0.5060.114,,,2022-07-19 14:19:04,2022-07-19 14:19:06,2.336s,PASSED
maximizeWindow(),Chrome 103.0.5060.114,,,2022-07-19 14:19:06,2022-07-19 14:19:06,0.146s,PASSED
"navigateToUrl(""https://dev-getvaccine-16.netlify.app/"")",Chrome 103.0.5060.114,,,2022-07-19 14:19:06,2022-07-19 14:19:07,1.253s,PASSED
"click(findTestObject(""CITIZEN/Page_Home  GetVaccine/login btn""))",Chrome 103.0.5060.114,,,2022-07-19 14:19:07,2022-07-19 14:19:08,0.842s,PASSED
"verifyElementVisible(findTestObject(""CITIZEN/Page_Login  GetVaccine/VerifyLoginPage""))",Chrome 103.0.5060.114,,,2022-07-19 14:19:08,2022-07-19 14:19:09,0.796s,PASSED
"setText(findTestObject(""CITIZEN/Page_Login  GetVaccine/input_NIK_basic_nik""), ""7890789078907890"")",Chrome 103.0.5060.114,,,2022-07-19 14:19:09,2022-07-19 14:19:10,1.083s,PASSED
"setText(findTestObject(""CITIZEN/Page_Login  GetVaccine/input_Password_basic_password""), ""Haechan123"")",Chrome 103.0.5060.114,,,2022-07-19 14:19:10,2022-07-19 14:19:11,0.858s,PASSED
"click(findTestObject(""CITIZEN/Page_Login  GetVaccine/eye""))",Chrome 103.0.5060.114,,,2022-07-19 14:19:11,2022-07-19 14:19:12,0.526s,PASSED
"click(findTestObject(""CITIZEN/Page_Login  GetVaccine/button_Login""))",Chrome 103.0.5060.114,,,2022-07-19 14:19:12,2022-07-19 14:19:12,0.534s,PASSED
"verifyElementPresent(findTestObject(""CITIZEN/Page_Home  GetVaccine/navbar""), 0, STOP_ON_FAILURE)",Chrome 103.0.5060.114,,,2022-07-19 14:19:12,2022-07-19 14:19:14,1.891s,PASSED
,,,,,,,
Test Cases/CITIZEN/VAKSINASI/TC_Search,Chrome 103.0.5060.114,,,2022-07-19 14:19:14,2022-07-19 14:20:10,56.226s,PASSED
"for ([i = 1, i <= 7, (i++)])",Chrome 103.0.5060.114,,,2022-07-19 14:19:15,2022-07-19 14:20:10,55.454s,PASSED
,,,,,,,
Test Cases/CITIZEN/VAKSINASI/TC_Health Facility,Chrome 103.0.5060.114,,,2022-07-19 14:20:10,2022-07-19 14:20:13,2.492s,PASSED
"click(findTestObject(""CITIZEN/Page_undefined  GetVaccine/yonkes""))",Chrome 103.0.5060.114,,,2022-07-19 14:20:11,2022-07-19 14:20:11,0.511s,PASSED
"verifyElementPresent(findTestObject(""CITIZEN/Page_undefined  GetVaccine/verify yonkes""), 0)",Chrome 103.0.5060.114,,,2022-07-19 14:20:11,2022-07-19 14:20:13,1.281s,PASSED
,,,,,,,
Test Cases/CITIZEN/VAKSINASI/TC_Tambah Anggota,Chrome 103.0.5060.114,,,2022-07-19 14:20:13,2022-07-19 14:22:32,2m - 19.594s,PASSED
"for ([i = 1, i <= 7, (i++)])",Chrome 103.0.5060.114,,,2022-07-19 14:20:13,2022-07-19 14:22:32,2m - 19.110s,PASSED
,,,,,,,
Test Cases/TC_Edit Anggota,Chrome 103.0.5060.114,,,2022-07-19 14:22:32,2022-07-19 14:22:57,24.233s,PASSED
