Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_STOCK,,,,2022-06-30 17:31:04,2022-06-30 17:31:23,18.372s,FAILED
,,,,,,,
Test Cases/API/STOCK/CREATE STOCK/TCNST03_CREATE WITHOUT REQ BODY,,,,2022-06-30 17:31:05,2022-06-30 17:31:09,3.745s,PASSED
"Response = sendRequest(findTestObject(""API/STOCK/CREATE NEW STOCK/TCNST03_CREATE WITHOUT REQUEST BODY""))",,,,2022-06-30 17:31:06,2022-06-30 17:31:09,3.059s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-06-30 17:31:09,2022-06-30 17:31:09,0.033s,PASSED
,,,,,,,
Test Cases/API/STOCK/CREATE STOCK/TCNST02_CREATE WITHOUT TOKEN,,,,2022-06-30 17:31:09,2022-06-30 17:31:10,1.208s,PASSED
"Response = sendRequest(findTestObject(""API/STOCK/CREATE NEW STOCK/TCNST02_CREATE WITHOUT TOKEN""))",,,,2022-06-30 17:31:09,2022-06-30 17:31:10,0.646s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-06-30 17:31:10,2022-06-30 17:31:10,0.016s,PASSED
,,,,,,,
Test Cases/API/STOCK/CREATE STOCK/TCNST01_CREATE VALID STOCK,,,,2022-06-30 17:31:10,2022-06-30 17:31:11,1.047s,FAILED
"Response = sendRequest(findTestObject(""API/STOCK/CREATE NEW STOCK/TCNST01_CREATE STOCK""))",,,,2022-06-30 17:31:10,2022-06-30 17:31:11,0.467s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-30 17:31:11,2022-06-30 17:31:11,0.071s,FAILED
,,,,,,,
Test Cases/API/STOCK/GET ALL STOCK/TCST02_GET ALL WITHOUT TOKEN,,,,2022-06-30 17:31:11,2022-06-30 17:31:12,1.113s,PASSED
"Response = sendRequest(findTestObject(""API/STOCK/GET ALL STOCK/TCST02_GET WITHOUT TOKEN""))",,,,2022-06-30 17:31:11,2022-06-30 17:31:12,0.619s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-06-30 17:31:12,2022-06-30 17:31:12,0.000s,PASSED
,,,,,,,
Test Cases/API/STOCK/GET ALL STOCK/TCST01_GET ALL STOCK,,,,2022-06-30 17:31:12,2022-06-30 17:31:13,0.949s,PASSED
"Response = sendRequest(findTestObject(""API/STOCK/GET ALL STOCK/TCST01_GET ALL STOCK""))",,,,2022-06-30 17:31:13,2022-06-30 17:31:13,0.424s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-30 17:31:13,2022-06-30 17:31:13,0.000s,PASSED
,,,,,,,
Test Cases/API/STOCK/GET STOCK BY ID/TCGST02_GET INVALID ID,,,,2022-06-30 17:31:13,2022-06-30 17:31:14,1.023s,PASSED
"Response = sendRequest(findTestObject(""API/STOCK/GET STOCK BY ID/TCGST02_GET STOCK INVALID""))",,,,2022-06-30 17:31:14,2022-06-30 17:31:14,0.430s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-06-30 17:31:14,2022-06-30 17:31:14,0.015s,PASSED
,,,,,,,
Test Cases/API/STOCK/GET STOCK BY ID/TCGST01_GET VALID ID,,,,2022-06-30 17:31:14,2022-06-30 17:31:15,1.358s,FAILED
"Response = sendRequest(findTestObject(""API/STOCK/GET STOCK BY ID/TCGST01_GET STOCK VALID""))",,,,2022-06-30 17:31:15,2022-06-30 17:31:15,0.694s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-30 17:31:15,2022-06-30 17:31:15,0.007s,FAILED
,,,,,,,
Test Cases/API/STOCK/UPDATE STOCK/TCUST04_UPDATE WITHOUT BODY,,,,2022-06-30 17:31:15,2022-06-30 17:31:17,1.330s,PASSED
"Response = sendRequest(findTestObject(""API/STOCK/UPDATE STOCK/TCUS04_UPDATE WITHOUT BODY""))",,,,2022-06-30 17:31:16,2022-06-30 17:31:17,0.703s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-06-30 17:31:17,2022-06-30 17:31:17,0.000s,PASSED
,,,,,,,
Test Cases/API/STOCK/UPDATE STOCK/TCUST03_UPDATE WITHOUT ID,,,,2022-06-30 17:31:17,2022-06-30 17:31:18,1.291s,PASSED
"Response = sendRequest(findTestObject(""API/STOCK/UPDATE STOCK/TCUS03_UPDATE WITHOUT ID""))",,,,2022-06-30 17:31:17,2022-06-30 17:31:18,0.679s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-06-30 17:31:18,2022-06-30 17:31:18,0.000s,PASSED
,,,,,,,
Test Cases/API/STOCK/UPDATE STOCK/TCUST02_UPDATE WITHOUT TOKEN,,,,2022-06-30 17:31:18,2022-06-30 17:31:19,1.183s,PASSED
"Response = sendRequest(findTestObject(""API/STOCK/UPDATE STOCK/TCUS02_UPDATE WITHOUT TOKEN""))",,,,2022-06-30 17:31:19,2022-06-30 17:31:19,0.640s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-06-30 17:31:19,2022-06-30 17:31:19,0.000s,PASSED
,,,,,,,
Test Cases/API/STOCK/UPDATE STOCK/TCUST01_UPDATE STOCK,,,,2022-06-30 17:31:19,2022-06-30 17:31:20,0.993s,FAILED
"Response = sendRequest(findTestObject(""API/STOCK/UPDATE STOCK/TCUS01_UPDATE VALID DATA""))",,,,2022-06-30 17:31:20,2022-06-30 17:31:20,0.427s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-30 17:31:20,2022-06-30 17:31:20,0.016s,FAILED
,,,,,,,
Test Cases/API/STOCK/DELETE STOCK/TCDST01_DELETE VALID ID,,,,2022-06-30 17:31:20,2022-06-30 17:31:22,1.321s,FAILED
"Response = sendRequest(findTestObject(""API/STOCK/DELETE STOCK/TCDST01-02""))",,,,2022-06-30 17:31:21,2022-06-30 17:31:22,0.694s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-30 17:31:22,2022-06-30 17:31:22,0.023s,FAILED
,,,,,,,
