Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_SCHEDULE,,,,2022-06-27 18:00:20,2022-06-27 18:00:39,18.493s,FAILED
,,,,,,,
Test Cases/SCHEDULE/GET ALL SCHEDULE/TCS02_GET WITHOUT TOKEN,,,,2022-06-27 18:00:21,2022-06-27 18:00:25,3.750s,PASSED
"Response = sendRequest(findTestObject(""API/SCHEDULE/GET ALL SCHEDULE/TCS02_GET SCHEDULE WITHOUT TOKEN""))",,,,2022-06-27 18:00:22,2022-06-27 18:00:25,2.968s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-06-27 18:00:25,2022-06-27 18:00:25,0.043s,PASSED
,,,,,,,
Test Cases/SCHEDULE/GET ALL SCHEDULE/TCS01_GET ALL SCHEDULE,,,,2022-06-27 18:00:25,2022-06-27 18:00:26,1.026s,FAILED
"Response = sendRequest(findTestObject(""API/SCHEDULE/GET ALL SCHEDULE/TCS01_GET VALID SCHEDULE""))",,,,2022-06-27 18:00:25,2022-06-27 18:00:26,0.450s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-27 18:00:26,2022-06-27 18:00:26,0.063s,FAILED
,,,,,,,
Test Cases/SCHEDULE/GET SCHEDULE BY ID/TCGS02_GET INVALID ID,,,,2022-06-27 18:00:26,2022-06-27 18:00:27,1.192s,PASSED
"Response = sendRequest(findTestObject(""API/SCHEDULE/GET SCHEDULE BY ID/TCGS02_GET ID WITH INVALID DATA""))",,,,2022-06-27 18:00:26,2022-06-27 18:00:27,0.671s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-06-27 18:00:27,2022-06-27 18:00:27,0.000s,PASSED
,,,,,,,
Test Cases/SCHEDULE/GET SCHEDULE BY ID/TCGS01_GET VALID DATA,,,,2022-06-27 18:00:27,2022-06-27 18:00:28,1.130s,PASSED
"Response = sendRequest(findTestObject(""API/SCHEDULE/GET SCHEDULE BY ID/TCGS01_GET ID WITH VALID DATA""))",,,,2022-06-27 18:00:27,2022-06-27 18:00:28,0.667s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-27 18:00:28,2022-06-27 18:00:28,0.000s,PASSED
,,,,,,,
Test Cases/SCHEDULE/CREATE SCHEDULE/TCNS03_CREATE WITHOUT REQ BODY,,,,2022-06-27 18:00:28,2022-06-27 18:00:29,0.906s,PASSED
"Response = sendRequest(findTestObject(""API/SCHEDULE/CREATE NEW SCHEDULE/TCNS03_Create without req body""))",,,,2022-06-27 18:00:28,2022-06-27 18:00:29,0.431s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-06-27 18:00:29,2022-06-27 18:00:29,0.000s,PASSED
,,,,,,,
Test Cases/SCHEDULE/CREATE SCHEDULE/TCNS02_CREATE WITHOUT TOKEN,,,,2022-06-27 18:00:29,2022-06-27 18:00:30,1.215s,PASSED
"Response = sendRequest(findTestObject(""API/SCHEDULE/CREATE NEW SCHEDULE/TCNS02_Create without token""))",,,,2022-06-27 18:00:29,2022-06-27 18:00:30,0.654s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-06-27 18:00:30,2022-06-27 18:00:30,0.016s,PASSED
,,,,,,,
Test Cases/SCHEDULE/CREATE SCHEDULE/TCNS01_CREATE NEW SCHEDULE,,,,2022-06-27 18:00:30,2022-06-27 18:00:31,1.056s,PASSED
