Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_SCHEDULE,,,,2022-06-30 17:46:06,2022-06-30 17:46:23,17.499s,FAILED
,,,,,,,
Test Cases/API/SCHEDULE/GET ALL SCHEDULE/TCS02_GET WITHOUT TOKEN,,,,2022-06-30 17:46:06,2022-06-30 17:46:10,3.897s,PASSED
"Response = sendRequest(findTestObject(""API/SCHEDULE/GET ALL SCHEDULE/TCS02_GET SCHEDULE WITHOUT TOKEN""))",,,,2022-06-30 17:46:07,2022-06-30 17:46:10,3.175s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-06-30 17:46:10,2022-06-30 17:46:10,0.033s,PASSED
,,,,,,,
Test Cases/API/SCHEDULE/GET ALL SCHEDULE/TCS01_GET ALL SCHEDULE,,,,2022-06-30 17:46:10,2022-06-30 17:46:11,1.060s,PASSED
"Response = sendRequest(findTestObject(""API/SCHEDULE/GET ALL SCHEDULE/TCS01_GET VALID SCHEDULE""))",,,,2022-06-30 17:46:11,2022-06-30 17:46:11,0.478s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-30 17:46:11,2022-06-30 17:46:11,0.005s,PASSED
,,,,,,,
Test Cases/API/SCHEDULE/GET SCHEDULE BY ID/TCGS02_GET INVALID ID,,,,2022-06-30 17:46:11,2022-06-30 17:46:12,1.001s,PASSED
"Response = sendRequest(findTestObject(""API/SCHEDULE/GET SCHEDULE BY ID/TCGS02_GET ID WITH INVALID DATA""))",,,,2022-06-30 17:46:12,2022-06-30 17:46:12,0.449s,PASSED
"verifyResponseStatusCode(Response, Status_500)",,,,2022-06-30 17:46:12,2022-06-30 17:46:12,0.015s,PASSED
,,,,,,,
Test Cases/API/SCHEDULE/GET SCHEDULE BY ID/TCGS01_GET VALID DATA,,,,2022-06-30 17:46:12,2022-06-30 17:46:14,1.196s,PASSED
"Response = sendRequest(findTestObject(""API/SCHEDULE/GET SCHEDULE BY ID/TCGS01_GET ID WITH VALID DATA""))",,,,2022-06-30 17:46:13,2022-06-30 17:46:14,0.664s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-30 17:46:14,2022-06-30 17:46:14,0.010s,PASSED
,,,,,,,
Test Cases/API/SCHEDULE/CREATE SCHEDULE/TCNS03_CREATE WITHOUT REQ BODY,,,,2022-06-30 17:46:14,2022-06-30 17:46:15,0.980s,PASSED
"Response = sendRequest(findTestObject(""API/SCHEDULE/CREATE NEW SCHEDULE/TCNS03_Create without req body""))",,,,2022-06-30 17:46:14,2022-06-30 17:46:15,0.441s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-06-30 17:46:15,2022-06-30 17:46:15,0.006s,PASSED
,,,,,,,
Test Cases/API/SCHEDULE/CREATE SCHEDULE/TCNS02_CREATE WITHOUT TOKEN,,,,2022-06-30 17:46:15,2022-06-30 17:46:16,1.159s,PASSED
"Response = sendRequest(findTestObject(""API/SCHEDULE/CREATE NEW SCHEDULE/TCNS02_Create without token""))",,,,2022-06-30 17:46:15,2022-06-30 17:46:16,0.604s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-06-30 17:46:16,2022-06-30 17:46:16,0.000s,PASSED
,,,,,,,
Test Cases/API/SCHEDULE/CREATE SCHEDULE/TCNS01_CREATE NEW SCHEDULE,,,,2022-06-30 17:46:16,2022-06-30 17:46:17,1.173s,PASSED
"Response = sendRequest(findTestObject(""API/SCHEDULE/CREATE NEW SCHEDULE/TCNS01_Create with valid data""))",,,,2022-06-30 17:46:16,2022-06-30 17:46:17,0.454s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-30 17:46:17,2022-06-30 17:46:17,0.015s,PASSED
"verifyElementPropertyValue(Response, statuscreate, update_success)",,,,2022-06-30 17:46:17,2022-06-30 17:46:17,0.128s,PASSED
,,,,,,,
Test Cases/API/SCHEDULE/UPDATE SCHEDULE/TCUS04_UPDATE WITHOUT BODY,,,,2022-06-30 17:46:17,2022-06-30 17:46:18,1.076s,PASSED
"Response = sendRequest(findTestObject(""API/SCHEDULE/UPDATE SCHEDULE BY ID/TCUS04_UPDATE WITHOUT BODY""))",,,,2022-06-30 17:46:18,2022-06-30 17:46:18,0.412s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-06-30 17:46:18,2022-06-30 17:46:18,0.010s,PASSED
,,,,,,,
Test Cases/API/SCHEDULE/UPDATE SCHEDULE/TCUS03_UPDATE WITHOUT ID,,,,2022-06-30 17:46:18,2022-06-30 17:46:19,1.286s,PASSED
"Response = sendRequest(findTestObject(""API/SCHEDULE/UPDATE SCHEDULE BY ID/TCUS03_UPDATE WITHOUT ID""))",,,,2022-06-30 17:46:19,2022-06-30 17:46:19,0.675s,PASSED
"verifyResponseStatusCode(Response, Status_405)",,,,2022-06-30 17:46:19,2022-06-30 17:46:19,0.009s,PASSED
,,,,,,,
Test Cases/API/SCHEDULE/UPDATE SCHEDULE/TCUS02_UPDATE WITHOUT TOKEN,,,,2022-06-30 17:46:19,2022-06-30 17:46:20,0.942s,PASSED
"Response = sendRequest(findTestObject(""API/SCHEDULE/UPDATE SCHEDULE BY ID/TCUS02_UPDATE WITHOUT TOKEN""))",,,,2022-06-30 17:46:20,2022-06-30 17:46:20,0.426s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-06-30 17:46:20,2022-06-30 17:46:20,0.000s,PASSED
,,,,,,,
Test Cases/API/SCHEDULE/UPDATE SCHEDULE/TCUS01_UPDATE SCHEDULE BY ID,,,,2022-06-30 17:46:20,2022-06-30 17:46:21,0.982s,PASSED
"Response = sendRequest(findTestObject(""API/SCHEDULE/UPDATE SCHEDULE BY ID/TCUS01_UPDATE VALID DATA""))",,,,2022-06-30 17:46:21,2022-06-30 17:46:21,0.438s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-30 17:46:21,2022-06-30 17:46:21,0.000s,PASSED
"verifyElementPropertyValue(Response, statuscreate, update_success)",,,,2022-06-30 17:46:21,2022-06-30 17:46:21,0.031s,PASSED
,,,,,,,
Test Cases/API/SCHEDULE/DELETE SCHEDULE/TCDS01_DELETE VALID ATA,,,,2022-06-30 17:46:21,2022-06-30 17:46:22,0.993s,FAILED
"Response = sendRequest(findTestObject(""API/SCHEDULE/DELETE SCHEDULE BY ID/TCDS01_DELETE VALID DATA""))",,,,2022-06-30 17:46:22,2022-06-30 17:46:22,0.426s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-30 17:46:22,2022-06-30 17:46:22,0.056s,FAILED
,,,,,,,
Test Cases/API/SCHEDULE/DELETE SCHEDULE/TCDS03_DELETE WITHOUT ID,,,,2022-06-30 17:46:22,2022-06-30 17:46:23,1.156s,PASSED
