Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_DETAIL BOOKING,,,,2022-06-30 23:00:01,2022-06-30 23:00:17,15.507s,FAILED
,,,,,,,
Test Cases/API/DETAIL BOOKING/CREATE NEW DETAIL/TCCB03_WITHOUT BODY,,,,2022-06-30 23:00:02,2022-06-30 23:00:06,4.022s,PASSED
"Response = sendRequest(findTestObject(""API/DETAIL BOOKING/CREATE DETAIL BOOKING/TCCB03_CREATE DETAIL WITHOUT REQ BODY""))",,,,2022-06-30 23:00:02,2022-06-30 23:00:06,3.303s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-06-30 23:00:06,2022-06-30 23:00:06,0.034s,PASSED
,,,,,,,
Test Cases/API/DETAIL BOOKING/CREATE NEW DETAIL/TCCB02_WITHOUT TOKEN,,,,2022-06-30 23:00:06,2022-06-30 23:00:06,0.700s,FAILED
"Response = sendRequest(findTestObject(""API/DETAIL BOOKING/CREATE DETAIL BOOKING/TCCB02_CREATE DETAIL WITHOUT TOKEN""))",,,,2022-06-30 23:00:06,2022-06-30 23:00:06,0.155s,FAILED
,,,,,,,
Test Cases/API/DETAIL BOOKING/CREATE NEW DETAIL/TCCB01_VALID DATA,,,,2022-06-30 23:00:06,2022-06-30 23:00:08,1.277s,PASSED
"Response = sendRequest(findTestObject(""API/DETAIL BOOKING/CREATE DETAIL BOOKING/TCCB01_CREATE DETAIL WITH VALID DATA""))",,,,2022-06-30 23:00:07,2022-06-30 23:00:08,0.780s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-30 23:00:08,2022-06-30 23:00:08,0.005s,PASSED
,,,,,,,
Test Cases/API/DETAIL BOOKING/UPDATE DETAIL BOOKING/TCUD04_WITHOUT BODY,,,,2022-06-30 23:00:08,2022-06-30 23:00:09,0.949s,PASSED
"Response = sendRequest(findTestObject(""API/DETAIL BOOKING/UPDATE DETAIL BY ID/TCUD04_UPDATE WITHOUT REQ BODY""))",,,,2022-06-30 23:00:08,2022-06-30 23:00:09,0.444s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-06-30 23:00:09,2022-06-30 23:00:09,0.005s,PASSED
,,,,,,,
Test Cases/API/DETAIL BOOKING/UPDATE DETAIL BOOKING/TCUD03_WITHOUT ID,,,,2022-06-30 23:00:09,2022-06-30 23:00:10,1.593s,FAILED
"Response = sendRequest(findTestObject(""API/DETAIL BOOKING/UPDATE DETAIL BY ID/TCUD03_UPDATE WITHOUT ID""))",,,,2022-06-30 23:00:09,2022-06-30 23:00:10,0.965s,PASSED
"verifyResponseStatusCode(Response, Status_405)",,,,2022-06-30 23:00:10,2022-06-30 23:00:10,0.020s,FAILED
,,,,,,,
Test Cases/API/DETAIL BOOKING/UPDATE DETAIL BOOKING/TCUD02_WITHOUT TOKEN,,,,2022-06-30 23:00:10,2022-06-30 23:00:11,1.161s,PASSED
"Response = sendRequest(findTestObject(""API/DETAIL BOOKING/UPDATE DETAIL BY ID/TCUD02_UPDATE WITHOUT TOKEN""))",,,,2022-06-30 23:00:11,2022-06-30 23:00:11,0.633s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-06-30 23:00:11,2022-06-30 23:00:11,0.006s,PASSED
,,,,,,,
Test Cases/API/DETAIL BOOKING/UPDATE DETAIL BOOKING/TCUD01_VALID DATA,,,,2022-06-30 23:00:11,2022-06-30 23:00:12,0.935s,FAILED
"Response = sendRequest(findTestObject(""API/DETAIL BOOKING/UPDATE DETAIL BY ID/TCUD01_UPDATE DETAIL""))",,,,2022-06-30 23:00:12,2022-06-30 23:00:12,0.429s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-30 23:00:12,2022-06-30 23:00:12,0.014s,FAILED
,,,,,,,
Test Cases/API/DETAIL BOOKING/GET DETAIL BY ID/TCSB02_GET DETAIL INVALID ID,,,,2022-06-30 23:00:12,2022-06-30 23:00:14,1.266s,FAILED
"Response = sendRequest(findTestObject(""API/DETAIL BOOKING/GET DETAIL BY ID/NEGATIF GET BOOKING ID""))",,,,2022-06-30 23:00:13,2022-06-30 23:00:14,0.681s,PASSED
"verifyResponseStatusCode(Response, Status_500)",,,,2022-06-30 23:00:14,2022-06-30 23:00:14,0.013s,FAILED
,,,,,,,
Test Cases/API/DETAIL BOOKING/GET DETAIL BY ID/TCSB01_GET DETAIL ID,,,,2022-06-30 23:00:14,2022-06-30 23:00:15,1.257s,PASSED
"Response = sendRequest(findTestObject(""API/DETAIL BOOKING/GET DETAIL BY ID/POSITIF GET BOOKING ID""))",,,,2022-06-30 23:00:14,2022-06-30 23:00:15,0.702s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-30 23:00:15,2022-06-30 23:00:15,0.003s,PASSED
,,,,,,,
Test Cases/API/DETAIL BOOKING/GET ALL DETAIL BOOKING/TCBD02_GET ALL DETAIL WITHOUT TOKEN,,,,2022-06-30 23:00:15,2022-06-30 23:00:16,0.931s,PASSED
"Response = sendRequest(findTestObject(""API/DETAIL BOOKING/GET ALL DETAIL BOOKING/NEGATIF GET ALL DETAIL WITHOUT TOKEN""))",,,,2022-06-30 23:00:15,2022-06-30 23:00:16,0.380s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-06-30 23:00:16,2022-06-30 23:00:16,0.003s,PASSED
,,,,,,,
Test Cases/API/DETAIL BOOKING/GET ALL DETAIL BOOKING/TCBD01_GET ALL DETAIL,,,,2022-06-30 23:00:16,2022-06-30 23:00:17,0.889s,PASSED
"Response = sendRequest(findTestObject(""API/DETAIL BOOKING/GET ALL DETAIL BOOKING/POSITIF GET ALL DETAIL BOOKING""))",,,,2022-06-30 23:00:16,2022-06-30 23:00:17,0.399s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-06-30 23:00:17,2022-06-30 23:00:17,0.005s,PASSED
