Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_ALL,,,,2022-07-04 22:00:47,2022-07-04 22:02:32,1m - 44.599s,FAILED
,,,,,,,
Test Cases/API/VACCINE/CREATE VACCINE/TCNV03_CREATE WITHOUT REQ BODY,,,,2022-07-04 22:00:48,2022-07-04 22:00:53,4.915s,PASSED
"Response = sendRequest(findTestObject(""API/VACCINE/CREATE NEW VACCINE/TCV03_CREATE WITHOUT REQUEST BODY""))",,,,2022-07-04 22:00:48,2022-07-04 22:00:53,4.186s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-07-04 22:00:53,2022-07-04 22:00:53,0.024s,PASSED
,,,,,,,
Test Cases/API/VACCINE/CREATE VACCINE/TCNV02_CREATE WITHOUT TOKEN,,,,2022-07-04 22:00:53,2022-07-04 22:00:54,1.187s,PASSED
"Response = sendRequest(findTestObject(""API/VACCINE/CREATE NEW VACCINE/TCNV02_CREATE WITHOUT TOKEN""))",,,,2022-07-04 22:00:53,2022-07-04 22:00:54,0.677s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-07-04 22:00:54,2022-07-04 22:00:54,0.000s,PASSED
,,,,,,,
Test Cases/API/VACCINE/GET ALL VACCINE/TCV02_GET ALL WITHOUT TOKEN,,,,2022-07-04 22:00:54,2022-07-04 22:00:55,0.994s,PASSED
"Response = sendRequest(findTestObject(""API/VACCINE/GET ALL VACCINE/TCV02_GET WITHOUT TOKEN""))",,,,2022-07-04 22:00:54,2022-07-04 22:00:55,0.391s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-07-04 22:00:55,2022-07-04 22:00:55,0.016s,PASSED
,,,,,,,
Test Cases/API/VACCINE/GET ALL VACCINE/TCV01_GET ALL VACCINE,,,,2022-07-04 22:00:55,2022-07-04 22:00:56,0.985s,PASSED
"Response = sendRequest(findTestObject(""API/VACCINE/GET ALL VACCINE/TCV01_GET ALL VACCINE""))",,,,2022-07-04 22:00:55,2022-07-04 22:00:56,0.452s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-07-04 22:00:56,2022-07-04 22:00:56,0.015s,PASSED
,,,,,,,
Test Cases/API/VACCINE/CREATE VACCINE/TCNV01_CREATE VALID VACCINE,,,,2022-07-04 22:00:56,2022-07-04 22:00:57,1.065s,PASSED
"Response = sendRequest(findTestObject(""API/VACCINE/CREATE NEW VACCINE/TCNV01_CREATE VACCINE""))",,,,2022-07-04 22:00:56,2022-07-04 22:00:57,0.441s,PASSED
