Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_ALL,,,,2022-07-04 16:14:57,2022-07-04 16:17:32,2m - 35.062s,FAILED
,,,,,,,
Test Cases/API/VACCINE/CREATE VACCINE/TCNV03_CREATE WITHOUT REQ BODY,,,,2022-07-04 16:14:57,2022-07-04 16:15:03,5.828s,PASSED
"Response = sendRequest(findTestObject(""API/VACCINE/CREATE NEW VACCINE/TCV03_CREATE WITHOUT REQUEST BODY""))",,,,2022-07-04 16:14:58,2022-07-04 16:15:03,4.839s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-07-04 16:15:03,2022-07-04 16:15:03,0.078s,PASSED
,,,,,,,
Test Cases/API/VACCINE/CREATE VACCINE/TCNV02_CREATE WITHOUT TOKEN,,,,2022-07-04 16:15:03,2022-07-04 16:15:05,1.702s,PASSED
"Response = sendRequest(findTestObject(""API/VACCINE/CREATE NEW VACCINE/TCNV02_CREATE WITHOUT TOKEN""))",,,,2022-07-04 16:15:04,2022-07-04 16:15:05,0.861s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-07-04 16:15:05,2022-07-04 16:15:05,0.025s,PASSED
,,,,,,,
Test Cases/API/VACCINE/GET ALL VACCINE/TCV02_GET ALL WITHOUT TOKEN,,,,2022-07-04 16:15:05,2022-07-04 16:15:07,1.591s,PASSED
"Response = sendRequest(findTestObject(""API/VACCINE/GET ALL VACCINE/TCV02_GET WITHOUT TOKEN""))",,,,2022-07-04 16:15:06,2022-07-04 16:15:07,0.670s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-07-04 16:15:07,2022-07-04 16:15:07,0.014s,PASSED
,,,,,,,
Test Cases/API/VACCINE/GET ALL VACCINE/TCV01_GET ALL VACCINE,,,,2022-07-04 16:15:07,2022-07-04 16:15:08,1.746s,PASSED
"Response = sendRequest(findTestObject(""API/VACCINE/GET ALL VACCINE/TCV01_GET ALL VACCINE""))",,,,2022-07-04 16:15:08,2022-07-04 16:15:08,0.763s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-07-04 16:15:08,2022-07-04 16:15:08,0.025s,PASSED
,,,,,,,
Test Cases/API/VACCINE/CREATE VACCINE/TCNV01_CREATE VALID VACCINE,,,,2022-07-04 16:15:08,2022-07-04 16:15:10,1.799s,PASSED
"Response = sendRequest(findTestObject(""API/VACCINE/CREATE NEW VACCINE/TCNV01_CREATE VACCINE""))",,,,2022-07-04 16:15:09,2022-07-04 16:15:10,0.745s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-07-04 16:15:10,2022-07-04 16:15:10,0.020s,PASSED
"verifyElementPropertyValue(Response, statuscreate, update_success)",,,,2022-07-04 16:15:10,2022-07-04 16:15:10,0.195s,PASSED
,,,,,,,
Test Cases/API/VACCINE/GET VACCINE BY ID/TCGV02_GET INVALID ID,,,,2022-07-04 16:15:10,2022-07-04 16:15:12,1.614s,PASSED
"Response = sendRequest(findTestObject(""API/VACCINE/GET VACCINE BY ID/TCGV02_GET VACCINE INVALID""))",,,,2022-07-04 16:15:11,2022-07-04 16:15:12,0.612s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-07-04 16:15:12,2022-07-04 16:15:12,0.020s,PASSED
,,,,,,,
Test Cases/API/VACCINE/GET VACCINE BY ID/TCGSV01_GET VALID ID,,,,2022-07-04 16:15:12,2022-07-04 16:15:14,1.814s,PASSED
"Response = sendRequest(findTestObject(""API/VACCINE/GET VACCINE BY ID/TCGV01_GET VACCINE VALID""))",,,,2022-07-04 16:15:13,2022-07-04 16:15:14,0.917s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-07-04 16:15:14,2022-07-04 16:15:14,0.010s,PASSED
,,,,,,,
Test Cases/API/VACCINE/UPDATE VACCINE/TCUV04_UPDATE WITHOUT BODY,,,,2022-07-04 16:15:14,2022-07-04 16:15:16,1.766s,PASSED
"Response = sendRequest(findTestObject(""API/VACCINE/UPDATE VACCINE/TCUV04_UPDATE WITHOUT BODY""))",,,,2022-07-04 16:15:15,2022-07-04 16:15:16,0.724s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-07-04 16:15:16,2022-07-04 16:15:16,0.010s,PASSED
,,,,,,,
Test Cases/API/VACCINE/UPDATE VACCINE/TCUV03_UPDATE WITHOUT ID,,,,2022-07-04 16:15:16,2022-07-04 16:15:18,2.046s,PASSED
"Response = sendRequest(findTestObject(""API/VACCINE/UPDATE VACCINE/TCUV03_UPDATE WITHOUT ID""))",,,,2022-07-04 16:15:17,2022-07-04 16:15:18,1.090s,PASSED
"verifyResponseStatusCode(Response, Status_405)",,,,2022-07-04 16:15:18,2022-07-04 16:15:18,0.011s,PASSED
,,,,,,,
Test Cases/API/VACCINE/UPDATE VACCINE/TCUV02_UPDATE WITHOUT TOKEN,,,,2022-07-04 16:15:18,2022-07-04 16:15:19,1.630s,PASSED
"Response = sendRequest(findTestObject(""API/VACCINE/UPDATE VACCINE/TCUV02_UPDATE WITHOUT TOKEN""))",,,,2022-07-04 16:15:19,2022-07-04 16:15:19,0.663s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-07-04 16:15:19,2022-07-04 16:15:19,0.030s,PASSED
,,,,,,,
Test Cases/API/VACCINE/UPDATE VACCINE/TCUV01_UPDATE VACCINE,,,,2022-07-04 16:15:19,2022-07-04 16:15:21,1.627s,PASSED
"Response = sendRequest(findTestObject(""API/VACCINE/UPDATE VACCINE/TCUV01_UPDATE VALID DATA""))",,,,2022-07-04 16:15:20,2022-07-04 16:15:21,0.536s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-07-04 16:15:21,2022-07-04 16:15:21,0.020s,PASSED
"verifyElementPropertyValue(Response, statuscreate, update_success)",,,,2022-07-04 16:15:21,2022-07-04 16:15:21,0.146s,PASSED
,,,,,,,
Test Cases/API/FACILITY/CREATE FACILITY/TCNH03_CREATE WITHOUT REQ BODY,,,,2022-07-04 16:15:21,2022-07-04 16:15:22,1.477s,PASSED
"Response = sendRequest(findTestObject(""API/FACILITY/CREATE NEW FACILITY/TCNH03_CREATE WITHOUT REQUEST BODY""))",,,,2022-07-04 16:15:22,2022-07-04 16:15:22,0.654s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-07-04 16:15:22,2022-07-04 16:15:22,0.007s,PASSED
,,,,,,,
Test Cases/API/FACILITY/CREATE FACILITY/TCNH02_CREATE WITHOUT TOKEN,,,,2022-07-04 16:15:22,2022-07-04 16:15:25,3.017s,PASSED
"Response = sendRequest(findTestObject(""API/FACILITY/CREATE NEW FACILITY/TCNH02_CREATE WITHOUT TOKEN""))",,,,2022-07-04 16:15:23,2022-07-04 16:15:25,2.059s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-07-04 16:15:25,2022-07-04 16:15:25,0.012s,PASSED
,,,,,,,
Test Cases/API/FACILITY/CREATE FACILITY/TCNH01_CREATE VALID FACILITY,,,,2022-07-04 16:15:26,2022-07-04 16:15:27,1.769s,FAILED
"Response = sendRequest(findTestObject(""API/FACILITY/CREATE NEW FACILITY/TCNH01_CREATE FACILITY""))",,,,2022-07-04 16:15:26,2022-07-04 16:15:27,0.689s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-07-04 16:15:27,2022-07-04 16:15:27,0.206s,FAILED
,,,,,,,
Test Cases/API/FACILITY/GET ALL FACILITY/TCH02_GET ALL WITHOUT TOKEN,,,,2022-07-04 16:15:27,2022-07-04 16:15:29,1.440s,PASSED
"Response = sendRequest(findTestObject(""API/FACILITY/GET ALL FACILITY/TCHF02_GET WITHOUT TOKEN""))",,,,2022-07-04 16:15:28,2022-07-04 16:15:29,0.469s,PASSED
"verifyResponseStatusCode(Response, Status_401)",,,,2022-07-04 16:15:29,2022-07-04 16:15:29,0.010s,PASSED
,,,,,,,
Test Cases/API/FACILITY/GET ALL FACILITY/TCH01_GET ALL FACILITY,,,,2022-07-04 16:15:29,2022-07-04 16:15:31,1.754s,PASSED
"Response = sendRequest(findTestObject(""API/FACILITY/GET ALL FACILITY/TCHF01_GET ALL FACILITY""))",,,,2022-07-04 16:15:30,2022-07-04 16:15:31,0.718s,PASSED
"verifyResponseStatusCode(Response, Status_200)",,,,2022-07-04 16:15:31,2022-07-04 16:15:31,0.014s,PASSED
,,,,,,,
Test Cases/API/FACILITY/UPDATE FACILITY/TCUH04_UPDATE WITHOUT BODY,,,,2022-07-04 16:15:31,2022-07-04 16:15:32,1.552s,PASSED
"Response = sendRequest(findTestObject(""API/FACILITY/UPDATE FACILITY/TCUH04_UPDATE WITHOUT BODY""))",,,,2022-07-04 16:15:32,2022-07-04 16:15:32,0.567s,PASSED
"verifyResponseStatusCode(Response, Status_400)",,,,2022-07-04 16:15:32,2022-07-04 16:15:32,0.010s,PASSED
,,,,,,,
Test Cases/API/FACILITY/UPDATE FACILITY/TCUH03_UPDATE WITHOUT ID,,,,2022-07-04 16:15:32,2022-07-04 16:15:34,2.055s,PASSED
"Response = sendRequest(findTestObject(""API/FACILITY/UPDATE FACILITY/TCUH03_UPDATE WITHOUT ID""))",,,,2022-07-04 16:15:33,2022-07-04 16:15:34,1.142s,PASSED
