Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_KELOLA SESI,Chrome 103.0.5060.114,,,2022-07-15 19:51:55,2022-07-15 19:55:39,3m - 44.468s,FAILED
,,,,,,,
Test Cases/ADMIN/AUTH/Positif/TC_LoginPositif,Chrome 103.0.5060.114,,,2022-07-15 19:51:56,2022-07-15 19:52:23,27.268s,PASSED
"openBrowser(""https://dev-getvaccine-16.netlify.app/admin/"")",Chrome 103.0.5060.114,,,2022-07-15 19:51:56,2022-07-15 19:52:18,21.897s,PASSED
maximizeWindow(),Chrome 103.0.5060.114,,,2022-07-15 19:52:18,2022-07-15 19:52:19,0.284s,PASSED
"verifyElementPresent(findTestObject(""ADMIN/Adm-Login/verify login page""), 0)",Chrome 103.0.5060.114,,,2022-07-15 19:52:19,2022-07-15 19:52:19,0.616s,PASSED
"click(findTestObject(""ADMIN/Adm-Login/username""))",Chrome 103.0.5060.114,,,2022-07-15 19:52:19,2022-07-15 19:52:20,0.569s,PASSED
"setText(findTestObject(""ADMIN/Adm-Login/username""), ""harnanda"")",Chrome 103.0.5060.114,,,2022-07-15 19:52:20,2022-07-15 19:52:21,0.805s,PASSED
"click(findTestObject(""ADMIN/Adm-Login/password""))",Chrome 103.0.5060.114,,,2022-07-15 19:52:21,2022-07-15 19:52:21,0.447s,PASSED
"setText(findTestObject(""ADMIN/Adm-Login/password""), ""haha"")",Chrome 103.0.5060.114,,,2022-07-15 19:52:21,2022-07-15 19:52:22,0.745s,PASSED
"click(findTestObject(""ADMIN/Adm-Login/eye""))",Chrome 103.0.5060.114,,,2022-07-15 19:52:22,2022-07-15 19:52:22,0.535s,PASSED
"click(findTestObject(""ADMIN/Adm-Login/btn login""))",Chrome 103.0.5060.114,,,2022-07-15 19:52:22,2022-07-15 19:52:23,0.566s,PASSED
,,,,,,,
Test Cases/ADMIN/KELOLA SESI/TC_Search,Chrome 103.0.5060.114,,,2022-07-15 19:52:23,2022-07-15 19:53:37,1m - 14.302s,PASSED
"for ([i = 1, i <= 5, (i++)])",Chrome 103.0.5060.114,,,2022-07-15 19:52:24,2022-07-15 19:53:37,1m - 13.540s,PASSED
,,,,,,,
Test Cases/ADMIN/KELOLA SESI/TC_Tambah Data Sesi,Chrome 103.0.5060.114,,,2022-07-15 19:53:37,2022-07-15 19:54:10,33.131s,PASSED
"click(findTestObject(""ADMIN/Kelola Sesi/SEARCH/kelola sesi""))",Chrome 103.0.5060.114,,,2022-07-15 19:53:38,2022-07-15 19:53:38,0.441s,PASSED
"click(findTestObject(""ADMIN/Kelola Sesi/TAMBAH DATA/Page_Kelola Sesi  GetVaccine/button_Tambah Data""))",Chrome 103.0.5060.114,,,2022-07-15 19:53:38,2022-07-15 19:53:39,0.563s,PASSED
"click(findTestObject(""ADMIN/Kelola Sesi/TAMBAH DATA/Page_Kelola Sesi  GetVaccine/select vaksin""))",Chrome 103.0.5060.114,,,2022-07-15 19:53:39,2022-07-15 19:53:39,0.553s,PASSED
"click(findTestObject(""ADMIN/Kelola Sesi/TAMBAH DATA/Page_Kelola Sesi  GetVaccine/div_SINOVAC""))",Chrome 103.0.5060.114,,,2022-07-15 19:53:39,2022-07-15 19:53:40,0.487s,PASSED
